Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany
54,No,Travel_Rarely,Human Resources,19,Master,Medical,698,High,Male,High,Mid,Human Resources,Medium,10725,6729,15,Normal,Best,9
36,No,Travel_Rarely,Research & Development,9,College,Medical,699,Medium,Male,Medium,Junior,Manufacturing Director,Medium,8847,13934,11,Normal,Better,3
27,No,Travel_Rarely,Research & Development,3,Master,Medical,700,Low,Male,Medium,Entry,Research Scientist,Very High,2045,15174,13,Normal,Better,4
20,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,701,Very High,Male,High,Entry,Research Scientist,High,1009,26999,11,Normal,Better,1
33,Yes,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,702,Low,Male,High,Entry,Research Scientist,Low,3348,3164,11,Normal,Better,10
35,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,704,High,Male,Medium,Entry,Laboratory Technician,High,1281,16900,18,Normal,Better,1
23,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,705,Low,Male,Very High,Entry,Research Scientist,Low,2819,8544,16,Normal,Best,3
25,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,707,Very High,Male,Very High,Junior,Sales Executive,Medium,4851,15678,22,Excellent,Better,3
38,No,Travel_Rarely,Sales,7,Master,Marketing,709,Very High,Female,Medium,Junior,Sales Executive,Very High,4028,7791,20,Excellent,Better,7
29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,710,Medium,Male,Low,Entry,Research Scientist,Very High,2720,18959,18,Normal,Better,10
48,No,Travel_Rarely,Sales,2,Below College,Marketing,712,Medium,Male,Very High,Junior,Sales Executive,Medium,8120,18597,12,Normal,Better,2
27,No,Travel_Frequently,Sales,3,Below College,Medical,714,Very High,Female,Very High,Junior,Sales Executive,Very High,4647,16673,20,Excellent,Better,6
37,No,Travel_Rarely,Research & Development,10,College,Life Sciences,715,Very High,Male,Very High,Entry,Research Scientist,Very High,4680,15232,17,Normal,Better,1
50,No,Travel_Rarely,Research & Development,28,Below College,Medical,716,Very High,Male,Very High,Entry,Laboratory Technician,High,3221,3297,11,Normal,Better,20
34,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,717,Very High,Female,Medium,Mid,Healthcare Representative,Medium,8621,17654,14,Normal,Best,8
24,Yes,Travel_Rarely,Sales,3,College,Life Sciences,720,Low,Female,High,Junior,Sales Executive,High,4577,24785,14,Normal,Better,2
39,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,721,Very High,Female,Medium,Junior,Healthcare Representative,High,4553,20978,11,Normal,Better,20
32,No,Travel_Rarely,Sales,10,Bachelor,Marketing,722,Very High,Male,High,Junior,Sales Executive,Very High,5396,21703,12,Normal,Good,10
50,Yes,Travel_Frequently,Sales,8,College,Technical Degree,723,Medium,Male,High,Junior,Sales Executive,High,6796,23452,14,Normal,Better,4
38,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,724,Medium,Female,Very High,Junior,Healthcare Representative,Very High,7625,19383,13,Normal,Good,9
27,No,Travel_Rarely,Research & Development,1,College,Life Sciences,725,High,Female,High,Mid,Manufacturing Director,Low,7412,6009,11,Normal,Better,9
32,No,Travel_Rarely,Research & Development,3,College,Life Sciences,727,High,Female,High,Mid,Research Director,Very High,11159,19373,15,Normal,Better,7
47,No,Travel_Rarely,Sales,14,Master,Marketing,728,Very High,Male,High,Junior,Sales Executive,Low,4960,11825,12,Normal,Better,7
40,No,Travel_Frequently,Sales,5,Master,Life Sciences,729,Very High,Male,Medium,Mid,Sales Executive,Low,10475,23772,21,Excellent,Better,18
53,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,730,High,Male,Very High,Senior,Research Director,High,14814,13514,19,Normal,Better,5
41,No,Travel_Rarely,Human Resources,10,Master,Human Resources,731,Medium,Male,Medium,Executive,Manager,Very High,19141,8861,15,Normal,Good,21
60,No,Travel_Rarely,Sales,16,Master,Marketing,732,Low,Male,High,Junior,Sales Executive,Low,5405,11924,14,Normal,Better,2
27,No,Travel_Frequently,Research & Development,10,College,Life Sciences,733,Very High,Male,High,Mid,Manufacturing Director,Low,8793,4809,21,Excellent,Good,9
41,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,734,Very High,Male,Medium,Executive,Manager,High,19189,19562,12,Normal,Better,22
50,No,Travel_Rarely,Sales,8,Master,Marketing,738,Very High,Male,High,Entry,Sales Representative,Medium,3875,9983,15,Normal,Better,2
28,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,741,Low,Female,Low,Entry,Research Scientist,Medium,2216,3872,13,Normal,Better,7
36,No,Non-Travel,Research & Development,8,Bachelor,Life Sciences,742,Low,Female,Very High,Mid,Research Director,Low,11713,20335,14,Normal,Better,8
38,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,743,High,Female,High,Mid,Manufacturing Director,High,7861,15397,14,Normal,Best,1
44,No,Non-Travel,Research & Development,24,Bachelor,Medical,744,Low,Male,Low,Entry,Laboratory Technician,High,3708,2104,14,Normal,Better,5
47,No,Travel_Frequently,Sales,3,Bachelor,Medical,746,Very High,Female,High,Senior,Sales Executive,High,13770,10225,12,Normal,Good,22
30,No,Travel_Rarely,Sales,27,Doctor,Marketing,747,High,Male,High,Junior,Sales Executive,Very High,5304,25275,23,Excellent,Good,8
29,No,Travel_Rarely,Sales,10,Bachelor,Life Sciences,749,High,Male,High,Entry,Sales Representative,High,2642,2755,11,Normal,Better,1
42,Yes,Travel_Frequently,Research & Development,19,Bachelor,Medical,752,High,Male,Very High,Entry,Research Scientist,High,2759,20366,12,Normal,Better,2
43,No,Travel_Frequently,Sales,15,Bachelor,Life Sciences,754,Very High,Male,Medium,Junior,Sales Executive,Very High,6804,23683,18,Normal,Better,2
34,No,Travel_Rarely,Research & Development,8,College,Medical,757,Medium,Female,High,Junior,Healthcare Representative,High,6142,7360,11,Normal,Better,5
23,No,Travel_Rarely,Research & Development,9,Below College,Medical,758,Medium,Male,High,Entry,Laboratory Technician,Low,2500,4344,14,Normal,Best,4
39,No,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,760,High,Female,Very High,Junior,Human Resources,Medium,6389,18767,15,Normal,Bad,8
56,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,762,High,Male,High,Senior,Healthcare Representative,Very High,11103,20420,11,Normal,Good,10
40,No,Travel_Rarely,Research & Development,2,Below College,Medical,763,Very High,Female,Medium,Entry,Research Scientist,Very High,2342,22929,20,Excellent,Good,4
27,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,764,Very High,Female,Medium,Junior,Healthcare Representative,Low,6811,23398,19,Normal,Bad,7
29,No,Travel_Rarely,Sales,10,Bachelor,Marketing,766,Very High,Male,High,Entry,Sales Representative,Medium,2297,17967,14,Normal,Better,2
53,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,769,Very High,Male,High,Junior,Laboratory Technician,Very High,2450,10919,17,Normal,Better,2
35,No,Non-Travel,Research & Development,2,Master,Life Sciences,771,Very High,Female,High,Junior,Healthcare Representative,Low,5093,4761,11,Normal,Best,1
32,No,Travel_Frequently,Research & Development,24,Master,Life Sciences,772,Low,Male,High,Junior,Laboratory Technician,Very High,5309,21146,15,Normal,Better,10
38,No,Travel_Rarely,Research & Development,2,Doctor,Medical,773,Very High,Male,High,Entry,Research Scientist,High,3057,20471,13,Normal,Bad,1
34,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,775,Medium,Female,High,Junior,Manufacturing Director,Low,5121,4187,14,Normal,Better,0
52,No,Travel_Rarely,Sales,3,Master,Marketing,776,High,Male,Medium,Senior,Manager,Low,16856,10084,11,Normal,Best,34
33,Yes,Travel_Rarely,Research & Development,1,Master,Other,780,Very High,Male,High,Entry,Research Scientist,Very High,2686,5207,13,Normal,Good,10
25,No,Travel_Rarely,Sales,26,Below College,Medical,781,High,Female,High,Junior,Sales Executive,Very High,6180,22807,23,Excellent,Good,6
45,No,Travel_Rarely,Sales,2,College,Technical Degree,783,Medium,Male,Low,Junior,Sales Representative,High,6632,12388,13,Normal,Better,8
23,No,Travel_Rarely,Research & Development,10,Below College,Medical,784,Low,Male,Very High,Entry,Research Scientist,High,3505,19630,18,Normal,Better,2
47,Yes,Travel_Frequently,Sales,27,College,Life Sciences,785,Medium,Female,Very High,Junior,Sales Executive,High,6397,10339,12,Normal,Better,5
34,No,Travel_Rarely,Sales,2,Bachelor,Other,786,Very High,Male,High,Junior,Sales Executive,Very High,6274,18686,22,Excellent,Better,6
55,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,787,Very High,Male,High,Executive,Manager,Low,19859,21199,13,Normal,Better,5
36,No,Non-Travel,Sales,8,Master,Life Sciences,789,Low,Male,Medium,Mid,Sales Executive,Low,7587,14229,15,Normal,Better,10
52,No,Non-Travel,Research & Development,19,Master,Medical,791,Very High,Male,High,Entry,Research Scientist,Very High,4258,26589,18,Normal,Better,4
26,No,Travel_Frequently,Research & Development,1,College,Life Sciences,792,Low,Female,Low,Entry,Laboratory Technician,Very High,4364,5288,14,Normal,Better,2
29,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,793,Medium,Female,High,Junior,Healthcare Representative,High,4335,25549,12,Normal,Good,8
26,Yes,Travel_Rarely,Sales,8,Bachelor,Technical Degree,796,Very High,Male,Medium,Junior,Sales Executive,Low,5326,3064,17,Normal,Good,4
34,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,797,Medium,Female,Very High,Entry,Research Scientist,Very High,3280,13551,16,Normal,Better,4
54,No,Travel_Rarely,Research & Development,19,Master,Medical,799,Very High,Female,High,Junior,Manufacturing Director,Low,5485,22670,11,Normal,Better,5
27,No,Travel_Frequently,Sales,8,Below College,Marketing,800,High,Male,High,Junior,Sales Executive,Very High,4342,24008,19,Normal,Better,4
37,No,Travel_Rarely,Research & Development,10,Below College,Life Sciences,802,Very High,Female,High,Entry,Research Scientist,Low,2782,19905,13,Normal,Good,5
38,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,803,Low,Female,Very High,Junior,Manufacturing Director,Low,5980,26085,12,Normal,Better,15
34,No,Travel_Rarely,Research & Development,2,Master,Medical,804,High,Female,Medium,Entry,Research Scientist,Low,4381,7530,11,Normal,Better,6
35,No,Travel_Rarely,Sales,8,Master,Life Sciences,805,Low,Female,High,Entry,Sales Representative,Very High,2572,20317,16,Normal,Good,3
30,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,806,Very High,Male,Low,Entry,Laboratory Technician,High,3833,24375,21,Excellent,Better,2
40,No,Travel_Frequently,Research & Development,2,College,Medical,807,High,Female,Very High,Junior,Healthcare Representative,Medium,4244,9931,24,Excellent,Better,8
34,No,Travel_Rarely,Sales,8,College,Life Sciences,808,High,Female,High,Junior,Sales Executive,Low,6500,13305,17,Normal,Better,3
42,No,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,809,Medium,Male,High,Executive,Manager,Very High,18430,16225,13,Normal,Good,24
23,Yes,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,811,High,Male,Very High,Entry,Laboratory Technician,Low,1601,3445,21,Excellent,Better,0
24,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,812,High,Male,Medium,Entry,Laboratory Technician,Medium,2694,26551,11,Normal,Better,1
52,No,Travel_Rarely,Research & Development,11,Master,Life Sciences,813,Very High,Female,High,Junior,Laboratory Technician,High,3149,21821,20,Excellent,Better,5
50,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,815,High,Male,High,Senior,Research Director,High,17639,6881,16,Normal,Better,4
29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,816,Medium,Female,Medium,Entry,Laboratory Technician,Low,2319,6689,11,Normal,Better,1
33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,817,High,Male,High,Mid,Research Director,High,11691,25995,11,Normal,Best,13
33,Yes,Travel_Rarely,Sales,16,Bachelor,Marketing,819,Low,Female,High,Junior,Sales Executive,Low,5324,26507,15,Normal,Better,3
47,No,Travel_Rarely,Research & Development,2,College,Other,820,High,Female,High,Senior,Manager,Very High,16752,12982,11,Normal,Good,26
36,No,Travel_Rarely,Research & Development,1,Bachelor,Other,823,High,Female,High,Junior,Manufacturing Director,Medium,5228,23361,15,Normal,Better,9
29,No,Travel_Rarely,Research & Development,23,College,Life Sciences,824,High,Male,Very High,Entry,Research Scientist,High,2700,23779,24,Excellent,Better,10
58,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,825,Very High,Male,High,Executive,Research Director,Medium,19246,25761,12,Normal,Better,31
35,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,826,Very High,Female,Very High,Entry,Research Scientist,High,2506,13301,13,Normal,Better,2
42,No,Travel_Rarely,Research & Development,1,College,Life Sciences,827,Very High,Female,Medium,Junior,Manufacturing Director,Very High,6062,4051,13,Normal,Better,4
28,Yes,Travel_Rarely,Research & Development,2,Master,Medical,828,High,Male,High,Entry,Research Scientist,High,4382,16374,17,Normal,Good,2
36,No,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,829,High,Male,High,Entry,Human Resources,Medium,2143,25527,13,Normal,Better,5
32,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,830,High,Female,Medium,Junior,Manufacturing Director,High,6162,19124,12,Normal,Better,14
40,No,Travel_Frequently,Research & Development,16,Master,Medical,832,Low,Male,Medium,Junior,Laboratory Technician,High,5094,11983,14,Normal,Better,1
30,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,833,High,Female,Medium,Junior,Manufacturing Director,Very High,6877,20234,24,Excellent,Good,0
45,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,834,Medium,Female,Medium,Entry,Research Scientist,High,2274,6153,14,Normal,Better,1
42,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,836,Medium,Male,High,Junior,Manufacturing Director,Medium,4434,11806,13,Normal,Good,9
38,No,Travel_Frequently,Research & Development,12,Bachelor,Life Sciences,837,Low,Male,Medium,Junior,Healthcare Representative,Low,6288,4284,15,Normal,Good,4
34,No,Travel_Frequently,Research & Development,16,Master,Life Sciences,838,High,Female,Medium,Entry,Research Scientist,Very High,2553,8306,16,Normal,Better,5
49,Yes,Travel_Rarely,Sales,11,Bachelor,Marketing,840,High,Female,High,Mid,Sales Executive,Very High,7654,5860,18,Normal,Best,9
55,Yes,Travel_Rarely,Sales,2,Below College,Medical,842,High,Male,High,Junior,Sales Executive,Very High,5160,21519,16,Normal,Good,9
43,No,Travel_Rarely,Research & Development,14,College,Life Sciences,843,Medium,Male,High,Senior,Research Director,Low,17159,5200,24,Excellent,Better,4
27,No,Travel_Rarely,Research & Development,5,Below College,Technical Degree,844,High,Male,Medium,Mid,Research Director,Very High,12808,8842,16,Normal,Better,9
35,No,Travel_Rarely,Research & Development,7,Bachelor,Other,845,High,Male,High,Mid,Manufacturing Director,High,10221,18869,21,Excellent,Best,8
28,No,Travel_Rarely,Sales,2,Master,Marketing,846,Medium,Female,High,Junior,Sales Executive,Medium,4779,3698,20,Excellent,Better,8
34,No,Travel_Rarely,Human Resources,3,College,Human Resources,847,High,Male,High,Entry,Human Resources,Very High,3737,2243,19,Normal,Bad,3
26,Yes,Travel_Frequently,Research & Development,5,College,Medical,848,High,Female,Medium,Entry,Research Scientist,High,2366,20898,14,Normal,Better,8
27,No,Non-Travel,Research & Development,3,Bachelor,Medical,850,Very High,Male,High,Entry,Research Scientist,Very High,1706,16571,11,Normal,Good,0
51,No,Travel_Rarely,Sales,26,Master,Marketing,851,Low,Female,High,Senior,Manager,High,16307,5594,14,Normal,Good,20
44,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,852,Very High,Male,High,Junior,Healthcare Representative,Medium,5933,5197,12,Normal,Good,5
25,No,Travel_Rarely,Research & Development,2,Below College,Medical,854,Low,Male,Very High,Entry,Research Scientist,Low,3424,21632,13,Normal,Good,4
33,No,Travel_Rarely,Sales,1,Bachelor,Medical,855,Low,Male,Very High,Junior,Sales Executive,Low,4037,21816,22,Excellent,Better,9
35,No,Travel_Rarely,Research & Development,27,Below College,Medical,856,High,Female,Medium,Entry,Research Scientist,Low,2559,17852,11,Normal,Good,6
36,No,Travel_Rarely,Sales,1,College,Life Sciences,857,Medium,Male,High,Junior,Sales Executive,Very High,6201,2823,14,Normal,Good,18
32,No,Travel_Rarely,Sales,13,Master,Life Sciences,859,Medium,Male,High,Junior,Sales Executive,Very High,4403,9250,11,Normal,Good,5
30,No,Travel_Frequently,Research & Development,5,Master,Life Sciences,861,Medium,Male,Medium,Entry,Research Scientist,Very High,3761,2373,12,Normal,Good,5
53,No,Travel_Rarely,Sales,7,College,Marketing,862,Low,Female,Medium,Mid,Sales Executive,Very High,10934,20715,18,Normal,Better,5
45,No,Travel_Rarely,Sales,9,Bachelor,Marketing,864,Very High,Male,High,Mid,Sales Executive,Low,10761,19239,12,Normal,Better,5
32,No,Travel_Rarely,Research & Development,8,College,Medical,865,High,Female,Very High,Junior,Research Scientist,High,5175,22162,12,Normal,Good,5
52,No,Travel_Frequently,Research & Development,25,Master,Medical,867,High,Female,Medium,Senior,Manufacturing Director,Very High,13826,19028,22,Excellent,Better,9
37,No,Travel_Rarely,Sales,16,Master,Marketing,868,Very High,Male,Medium,Junior,Sales Executive,High,6334,24558,19,Normal,Better,1
28,No,Travel_Rarely,Human Resources,8,College,Medical,869,Medium,Male,Medium,Entry,Human Resources,Very High,4936,23965,13,Normal,Better,5
